instruction,response,source,conversation_id,movie_title,genres
Quelles heures travaillez-vous?,"Je travaille un seul, ce qui veut dire qu'il n'y a pas de remplacement... aucun second homme dans le taxi. Six à six, parfois huit. 72 heures par semaine.",cornell_movie_dialogs,conv_29033,taxi driver,"drama, thriller"
"Oui, c'est ça.","Mais pendant tout ce temps, Mike, as-tu déjà descendu d'un avion, marché dans une chambre, et trouvé qu'une source pour une histoire a changé d'avis? Il a perdu son cœur? Tu nous as quittés? Pas une seule fois! Tu veux savoir pourquoi?",cornell_movie_dialogs,conv_14051,the insider,"biography, drama, thriller"
Oui. Tu sais où il est?,"Non, madame. Je ne crois pas.",dialog_csv:test.csv,dialog_test_238,,
"Donc si vous nous donnez le numéro de la femme enceinte, nous pouvons la prévenir du lac et elle vivra assez longtemps pour avoir le bébé.",Allons-y.,cornell_movie_dialogs,conv_49213,final destination 2,"horror, thriller"
"De nombreux dangers existent sur Arrakis. D'une part, nous savons que les Harkonnens n'auraient pas renoncé à leur contrat d'entreprise CHOAM si facilement.","Les Harkonnens sont nos ennemis, oui... mais derrière eux, je soupçonne, c'est l'Empereur. FEUILLE Vous ferez un duc formidable!",cornell_movie_dialogs,conv_46174,dune,"action, adventure, sci-fi"
Ah oui? Si tu n'étais pas venu dans ton stupide petit vaisseau spatial en carton et que tu m'avais enlevé tout ce qui était important...,"Ne me parle pas de l'importance. À cause de toi, la sécurité de tout cet univers est en danger.",cornell_movie_dialogs,conv_78469,toy story,"animation, adventure, comedy, family, fantasy"
Vous ne comprenez pas?,Bien sûr que oui -- je n'ai jamais su ce que l'argent signifiait vraiment avant de commencer à le dépenser. Tu sais -- je peux à peine croire que quelque chose de si beau devrait venir à moi de Preysing -- je prendrai soin de toi. Vous me laissez?,cornell_movie_dialogs,conv_10968,grand hotel,"drama, romance"
Vous avez dit que c'était un monde étrange. Et tu en es la partie la plus étrange. Vous êtes fou? Elle est peut-être impliquée dans un meurtre. Ça me fait chier.,"Calme-toi. J'ai un plan qui, je crois, marchera. Il y a très peu à faire pour vous, mais j'ai besoin de votre aide. Tu n'es pas curieux de mon plan?",cornell_movie_dialogs,conv_4924,blue velvet,"crime, mystery, thriller"
Je voulais te parler. Les autres gars...,"Je t'ai rendu service en te tenant debout hier soir, mais ne pense pas qu'on soit amis. Je suis désolé, mais j'ai d'autres choses...",cornell_movie_dialogs,conv_80061,the usual suspects,"crime, mystery, thriller"
"Ce n'est pas vraiment une arnaque, Crease. Même à mi-vitesse, tu es plutôt bon.",Un garde du corps doit toujours être proche de quelqu'un. Je veux parler. Je ne suis pas doué pour ça.,cornell_movie_dialogs,conv_18411,man on fire,"action, crime, drama, thriller"
Et maintenant?,"Sissy Clark, 190 Riverside Dr., appartement 3C. Demain. Elle est infirmière. Payer son chemin comme serveuse de cocktail au Peppermint Lounge, à l'ouest du 63e. Travail à gauche à deux A M... tué dans son appartement, entre deux trente et cinq.",cornell_movie_dialogs,conv_50226,frequency,"crime, drama, sci-fi, thriller"
Allez... dis-moi qu'il n'y avait pas qu'un petit... quelque chose entre nous cette première nuit au bar. La nuit où nous avons dansé.,"Quelle différence ça fait... on va tous les deux mourir de faim, ou se faire écraser, ou mettre le feu...",cornell_movie_dialogs,conv_34863,antz,"animation, adventure, comedy, family"
Et une abeille?,Quoi?,cornell_movie_dialogs,conv_60773,misery,thriller
"Clark, avez-vous remarqué quelque chose d'étrange à propos de ce chien? Rien du tout? Une petite chose?","Pas du tout. Juste qu'il s'est remis très vite... Ce soir-là, quand je l'ai trouvé dans la salle de repos, il avait déjà arraché son bandage. Avant de le mettre avec les autres, j'ai réparé sa blessure et j'ai remarqué qu'elle avait guéri...",cornell_movie_dialogs,conv_29886,the thing,"horror, mystery, sci-fi, thriller"
Il n'est peut-être pas aussi romantique que toi.,Peu importe. Il n'y a pas de visa de sortie.,cornell_movie_dialogs,conv_5889,casablanca,"drama, romance, war"
"Vous voyez? Vous êtes impertinent, grossier, sarcastique.","Et ce n'est pas ma première fois sur un jet privé, alors arrête d'agir comme si j'étais Rebecca de Sunnybrook Farm.",cornell_movie_dialogs,conv_81765,who's your daddy?,comedy
"Non, je voulais parler à Ralph. On s'est disputés la nuit dernière et j'ai dit quelque chose d'insulte.","Oh, les enfants, les enfants heureux. Tu t'es disputé et maintenant tu vas redevenir amie. Et c'est ce qu'il devrait être. Ne laissez jamais des malentendus stupides se produire entre vous.",cornell_movie_dialogs,conv_65976,mystery of the wax museum,"horror, mystery, thriller"
"Peu importe où il est. Dès qu'il s'aperçoit qu'il se passe quelque chose, il écrasera mes commandes avec un mot à son lien de communication...",Et s'il ne réalise pas qu'il se passe quelque chose... Pouvez-vous m'amener à un émetteur? Je dois parler avec Worf et Data à la surface... nous aurons besoin de leur aide...,cornell_movie_dialogs,conv_27479,star trek: insurrection,"action, adventure, sci-fi, thriller"
Tu te souviens de la première fois qu'on a rencontré Finnegan? Je pense que vous commenciez juste à... vendre de l'or à Sumatra pour ces deux Chinois... qu'avons-nous utilisé pour les appeler?,Fok Yu et Fok Yu Deux... sommes-nous en train de marcher sur la voie de la mémoire pour une raison particulière?,cornell_movie_dialogs,conv_45009,deep rising,"action, horror, sci-fi, thriller"
"Mais te voilà, toujours vierge -- tu es vierge, n'est-ce pas?","Oui, techniquement. Jack Kerouac et moi étions très proches, mais il avait peur de moi, je pense...",cornell_movie_dialogs,conv_7730,even cowgirls get the blues,"comedy, drama, romance, western"
Comment je sais que tu dis la vérité?,Il dormait dans un T-shirt dernièrement? C'est pour ne pas voir les ongles sur son dos. Je parie que tu ne savais pas que ton petit ami trouvait une petite douleur excitante. Il n'a pas non plus... d'abord.,cornell_movie_dialogs,conv_6734,dark angel,"action, crime, drama, horror, sci-fi, thriller"
"Tu sais ce que Stephen m'a dit, quand tout ça allait mal? ""On ne sait jamais jusqu'au moment où le feu vous regarde vers le bas si vous allez juste faire ce travail ou être super.","Ah mec, est-ce qu'il utilise cette ligne maintenant sur toi? Tu crois qu'il a fait ce petit bijou? Bon sang, j'avais l'habitude d'écouter mon vieux l'utiliser tous les matins.",cornell_movie_dialogs,conv_3379,backdraft,"action, crime, drama, mystery, thriller"
Je veux le sécuriser.,"La sécuriser? Comment ça -- tu es en train de l'emmener à une banque? Tu ne vas pas l'emmener à une banque? Tu ne vas pas l'emmener à une banque. Ou quoi, tu veux l'enterrer? C'est tout?",cornell_movie_dialogs,conv_69324,shallow grave,"comedy, crime, drama, thriller"
Des progrès?,Certains. Ça a été lent...,cornell_movie_dialogs,conv_38303,blade,"action, adventure, fantasy, horror, thriller"
Pourquoi es-tu parti si tôt?,"Ce chat numéro deux a une radiographie. J'ai de mauvaises vibrations de sa part. On devrait retourner dans la chambre, mais d'abord, je dois aller voir un homme à propos d'un chien.",cornell_movie_dialogs,conv_2907,austin powers: international man of mystery,"action, adventure, comedy, crime"
"J'ai presque dû le serrer cet après-midi. Dites-moi, Radio Raheem, d'éteindre ma musique. Je n'ai même pas dit s'il vous plaît. Pour qui il se prend? Don Corleone et merde.","Il fait tout son argent sur nous les Noirs et je ne vois rien mais les Italiens là-dedans, Sylvester Stallone et les enfoirés. Tu vois ce que je veux dire?",cornell_movie_dialogs,conv_45776,do the right thing,drama
"Allez, Margo. Nous sommes sur le point de quelque chose d'énorme. Considérons la possibilité, juste nous trois, seuls dans cette pièce. Et si John avait raison? Et si? Et il a renvoyé un œuf de son monstre dans les caisses. Quand il est arrivé au musée, il a éclos.","Plusieurs problèmes avec cette théorie. D'abord, cet œuf est intact. Pour un autre, selon Pendergast, les caisses ont été expédiées ici sur un bateau. Tous à bord ont été tués comme Beauregard. Si la chose éclos dans le milieu de l'océan, où est-elle allée?",cornell_movie_dialogs,conv_75263,the relic,"horror, mystery, thriller"
"Vous nous gâchez. Si on reste avec toi, tu nous descendras avec toi. Ce n'est pas politique. C'est notre vie.","Tout est politique, bon sang! Je suis politique. Et toi aussi, tu es politique!",cornell_movie_dialogs,conv_21542,nixon,"biography, drama"
Le feu coûte de l'argent.,Quelqu'un en a?,cornell_movie_dialogs,conv_20425,mystery men,"action, comedy, fantasy"
Je suis désolé.,"Moi aussi. Oui. C'est vrai, Will. La plupart du temps, j'aimerais ne jamais te rencontrer. Parce que je pourrais dormir la nuit. Je n'aurais pas à me promener en sachant que quelqu'un comme toi était là. Et je n'aurais pas à te regarder tout jeter.",cornell_movie_dialogs,conv_51965,good will hunting,drama
Pauvre gars.,Vraiment.,cornell_movie_dialogs,conv_8184,fast times at ridgemont high,"comedy, drama, romance"
"Ouah. C'est bien. Beaucoup de câpres, hein?","Pour commencer. Il y a aussi du fenouil, des asperges, des olives, d'autres aphrodisiaques de la nature... À la fac, mes colocataires et moi l'appelions dur.",cornell_movie_dialogs,conv_53647,hellraiser: hellseeker,"horror, mystery, thriller"
"Oui, bien sûr, il le savait, mais à l'époque, il sentait que leur existence était... une variable insignifiante.","Sans importance pour vous, peut-être, mais qu'en est-il des gens que j'ai mis à l'écart avec des futurs? Mon Dieu, si le pays savait qu'il y avait une chance qu'ils ne...",cornell_movie_dialogs,conv_17965,minority report,"action, crime, mystery, sci-fi, thriller, action, animation, drama, mystery, sci-fi, thriller"
"Tu étais censé voler mon camion, me faire planter, et avoir tous les agents de sécurité en ville à ma recherche?",J'essaie juste d'aider. J'ai décidé de te faire confiance. J'avais peut-être tort. De quel côté êtes-vous vraiment? Qui sont tes amis? Qui était l'homme qui t'a donné le colis? Qu'y a-t-il dedans? C'est la seule chose que tu as sauvée du camion... Il doit avoir quelque chose de très spécial.,cornell_movie_dialogs,conv_39778,brazil,"drama, fantasy, sci-fi"
Arkady,"Oui, M. Arkady. Et ce n'est pas la moitié. J'ai ton argent, et je vais dans cette petite épicerie de ce quartier pour acheter quelque chose à manger et puis... eh bien, il se fait <u>rober</u>!",cornell_movie_dialogs,conv_79755,u turn,"crime, drama, thriller"
Je veux un remboursement pour la commande ORD-819759.,"Pour un article endommage, ajoutez des photos nettes pour un traitement prioritaire. Je reste avec vous jusqu'a resolution complete.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_31441,,
Vous n'aurez aucune information de ma part. Vous n'avez aucune autorité... le conseil ne peut pas me retenir!,Il semble que votre vaisseau ait eu un accident. Je veillerai à ce que votre mort soit rapportée. Il n'y aura personne pour vous sauver cette fois.,cornell_movie_dialogs,conv_71976,star wars,"action, adventure, fantasy, sci-fi"
Ces autres planètes ont-elles la paix et la sécurité?,"Nous avons eu nos guerres atomiques -- il y a des milliers d'années. Après cela, nous nous sommes battus avec des arcs et des flèches. Puis, lentement, nous avons appris que les combats n ' étaient pas une solution - que l ' agression conduisait au chaos.",cornell_movie_dialogs,conv_29635,the day the earth stood still,"drama, sci-fi, thriller"
Ton papa est-il un fantôme -- ou tu parles avec Dieu tout-puissant?,"Pour trouver son égal, et l'Irlandais est forcé de parler à Dieu. Oui, Père!... Le Tout-Puissant dit de ne pas changer de sujet, répond juste à la fausse question.",cornell_movie_dialogs,conv_5543,braveheart,"action, biography, drama, history, war"
Le phréak?,"Je flippe! Joey n'invente pas! Il a vraiment piraté Ellingson! Il m'a donné le disque avec un fichier qu'il a copié et maintenant je suis en prison! Ils m'accusent d'être sérieux! Et il y a des choses que je n'ai même pas faites, comme insérer un virus appelé Da Vinci, et ils continuent de vous demander.",cornell_movie_dialogs,conv_52668,hackers,"action, crime, drama, thriller"
Tout ce que vous dites revient à la même chose. Vous me demandez de condamner ma propre femme à la peine de mort.,"Le traitement par choc à l'insuline est une mesure extrême, M. Holland. Mais -- comme l'a souligné Mlle Connell quand elle l'a suggéré -- c'est un cas extrême.",cornell_movie_dialogs,conv_54948,i walked with a zombie,horror
Comment recuperer mon argent pour la commande ORD-981552?,Vous pouvez faire la demande depuis la page de commande dans la section retours et remboursements.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_78124,,
Saviez-vous que la prison la plus brutale et inhumaine de toute la guerre était en Géorgie?,"Vraiment. Et c'était où, mon vieux?",cornell_movie_dialogs,conv_21833,nurse betty,"comedy, crime, romance, thriller"
On peut retourner à Kobayashi?,"Le quatuor fait partie de l'histoire de Kobayashi. Le quatuor était dans mon dossier, avec tout ce que j'avais fait depuis le lycée. Aliases, hommes moyens. Ils me connaissaient mieux que moi. Ils nous connaissaient tous.",cornell_movie_dialogs,conv_80119,the usual suspects,"crime, mystery, thriller"
Contexte: je suis freelance. La fonctionnalite tableau de bord ne charge pas.,Testez en navigation privee pour exclure les extensions. Je reste avec vous jusqu'a resolution complete.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_831,,
Où sont-ils?,"Qui ça? Tu veux dire Cuervo Jones? C'est l'homme avec le jus, Snake. J'ai la fille du président. Mettre en place une trêve dans toute la ville. De grandes actions.",cornell_movie_dialogs,conv_47766,escape from l.a.,"action, adventure, sci-fi, thriller"
Merci beaucoup.,"Et il est important pour eux de voir quelqu'un qu'ils respectent, de défendre ce qui est juste. Si tu aimes un endroit, tu ne peux pas t'asseoir et regarder ce genre de choses lui arriver.",cornell_movie_dialogs,conv_23153,pleasantville,"comedy, drama, fantasy"
